mirna_id
cel-let-7-3p
cel-let-7-5p
cel-lin-4-3p
cel-lin-4-5p
cel-lsy-6-3p
cel-miR-1-3p
cel-miR-1-5p
cel-miR-1018
cel-miR-1019-5p
cel-miR-1020-3p
cel-miR-1020-5p
cel-miR-1022-5p
cel-miR-124-3p
cel-miR-124-5p
cel-miR-1817
cel-miR-1818
cel-miR-1819-3p
cel-miR-1820-3p
cel-miR-1820-5p
cel-miR-1821-3p
cel-miR-1822-3p
cel-miR-1822-5p
cel-miR-1823-3p
cel-miR-1824-5p
cel-miR-1829a-3p
cel-miR-1829a-5p
cel-miR-1829b-3p
cel-miR-1829b-5p
cel-miR-1829c-3p
cel-miR-1829c-5p
cel-miR-1832a-3p
cel-miR-1832a-5p
cel-miR-2-3p
cel-miR-2-5p
cel-miR-2208a-3p
cel-miR-2210-3p
cel-miR-2210-5p
cel-miR-2212-5p
cel-miR-2215-3p
cel-miR-2215-5p
cel-miR-2216-5p
cel-miR-2217a-3p
cel-miR-2217a-5p
cel-miR-2217b-3p
cel-miR-2218b-3p
cel-miR-2218b-5p
cel-miR-228-3p
cel-miR-228-5p
cel-miR-229-3p
cel-miR-229-5p
cel-miR-230-3p
cel-miR-230-5p
cel-miR-231-3p
cel-miR-231-5p
cel-miR-232-3p
cel-miR-233-3p
cel-miR-233-5p
cel-miR-234-3p
cel-miR-235-3p
cel-miR-235-5p
cel-miR-236-3p
cel-miR-237-3p
cel-miR-237-5p
cel-miR-238-3p
cel-miR-238-5p
cel-miR-239a-3p
cel-miR-239a-5p
cel-miR-239b-5p
cel-miR-240-3p
cel-miR-241-3p
cel-miR-241-5p
cel-miR-242
cel-miR-243-3p
cel-miR-243-5p
cel-miR-244-3p
cel-miR-244-5p
cel-miR-245-3p
cel-miR-246-3p
cel-miR-247-3p
cel-miR-247-5p
cel-miR-248
cel-miR-250-3p
cel-miR-250-5p
cel-miR-251
cel-miR-252-3p
cel-miR-252-5p
cel-miR-253-3p
cel-miR-254-3p
cel-miR-255-3p
cel-miR-259-3p
cel-miR-259-5p
cel-miR-266
cel-miR-34-3p
cel-miR-34-5p
cel-miR-35-3p
cel-miR-354-3p
cel-miR-354-5p
cel-miR-355-5p
cel-miR-356b-3p
cel-miR-357-3p
cel-miR-358-3p
cel-miR-358-5p
cel-miR-359
cel-miR-36-3p
cel-miR-360-3p
cel-miR-360-5p
cel-miR-37-3p
cel-miR-38-3p
cel-miR-39-3p
cel-miR-392-3p
cel-miR-392-5p
cel-miR-40-3p
cel-miR-41-3p
cel-miR-42-3p
cel-miR-42-5p
cel-miR-43-3p
cel-miR-43-5p
cel-miR-44-3p
cel-miR-44-5p
cel-miR-45-3p
cel-miR-45-5p
cel-miR-46-3p
cel-miR-46-5p
cel-miR-47-3p
cel-miR-47-5p
cel-miR-48-3p
cel-miR-48-5p
cel-miR-4805-3p
cel-miR-4805-5p
cel-miR-4806-5p
cel-miR-4807
cel-miR-4811-5p
cel-miR-4813-3p
cel-miR-4816-3p
cel-miR-49-3p
cel-miR-49-5p
cel-miR-4923a
cel-miR-4925
cel-miR-4926
cel-miR-4927
cel-miR-4929
cel-miR-4932
cel-miR-50-3p
cel-miR-50-5p
cel-miR-51-3p
cel-miR-51-5p
cel-miR-52-3p
cel-miR-52-5p
cel-miR-53-5p
cel-miR-54-3p
cel-miR-54-5p
cel-miR-55-3p
cel-miR-55-5p
cel-miR-5545-3p
cel-miR-5545-5p
cel-miR-5547-5p
cel-miR-5551-5p
cel-miR-5552-3p
cel-miR-5552-5p
cel-miR-5553-3p
cel-miR-5594-5p
cel-miR-55b
cel-miR-56-3p
cel-miR-56-5p
cel-miR-57-3p
cel-miR-57-5p
cel-miR-58a-3p
cel-miR-58a-5p
cel-miR-59-3p
cel-miR-59-5p
cel-miR-60-3p
cel-miR-60-5p
cel-miR-61-3p
cel-miR-61-5p
cel-miR-62
cel-miR-63-3p
cel-miR-63-5p
cel-miR-64-3p
cel-miR-64-5p
cel-miR-65-3p
cel-miR-65-5p
cel-miR-66-3p
cel-miR-66-5p
cel-miR-67-3p
cel-miR-70-3p
cel-miR-70-5p
cel-miR-71-3p
cel-miR-71-5p
cel-miR-72-3p
