gene ID,gene name,mRNA,miRNAs
ENSG00000156304,SCAF4,ENST00000399804.5,hsa-miR-103a-3p
ENSG00000156304,SCAF4,ENST00000434667.3,hsa-miR-92a-3p
ENSG00000151778,SERP2,ENST00000474333.5,-
ENSG00000151778,SERP2,ENST00000379179.8,-
ENSG00000151778,SERP2,ENST00000493476.1,-
ENSG00000151778,SERP2,ENST00000616650.1,-
ENSG00000102531,FNDC3A,ENST00000492622.6,-
ENSG00000102531,FNDC3A,ENST00000378383.5,-
ENSG00000102531,FNDC3A,ENST00000541916.5,-
ENSG00000102531,FNDC3A,ENST00000484074.5,-
ENSG00000102531,FNDC3A,ENST00000398316.7,-
ENSG00000102531,FNDC3A,ENST00000497644.1,-
ENSG00000156261,CCT8,ENST00000432178.5,-
ENSG00000156261,CCT8,ENST00000540844.5,-
ENSG00000156261,CCT8,ENST00000286788.9,"hsa-miR-16-5p,hsa-miR-92a-3p,hsa-miR-93-5p,hsa-miR-664b-3p,hsa-miR-615-3p"
ENSG00000156261,CCT8,ENST00000626972.2,-
ENSG00000156261,CCT8,ENST00000431234.1,-
ENSG00000250709,CCDC169-SOHLH2,ENST00000511166.1,-
ENSG00000183722,LHFPL6,ENST00000648377.1,-
ENSG00000183722,LHFPL6,ENST00000379589.4,-
ENSG00000023516,AKAP11,ENST00000025301.4,"hsa-miR-16-5p,hsa-let-7g-5p,hsa-let-7e-5p,hsa-miR-20a-5p,hsa-miR-615-3p"
ENSG00000139656,SMIM2,ENST00000400419.2,-
ENSG00000139656,SMIM2,ENST00000617002.1,-
ENSG00000204899,MZT1,ENST00000377818.4,hsa-miR-194-5p
ENSG00000120685,PROSER1,ENST00000352251.8,"hsa-miR-20a-5p,hsa-miR-320a-3p,hsa-miR-27b-3p"
ENSG00000120685,PROSER1,ENST00000625998.2,-
ENSG00000120685,PROSER1,ENST00000418503.1,-
ENSG00000154654,NCAM2,ENST00000400546.6,-
ENSG00000154654,NCAM2,ENST00000284894.8,-
ENSG00000165837,ERICH6B,ENST00000298738.3,-
ENSG00000198862,LTN1,ENST00000361371.10,"hsa-miR-122-5p,hsa-miR-877-3p"
ENSG00000198862,LTN1,ENST00000389194.7,-
ENSG00000198862,LTN1,ENST00000614971.4,"hsa-miR-210-3p,hsa-miR-454-3p"
ENSG00000198862,LTN1,ENST00000389195.7,-
ENSG00000198862,LTN1,ENST00000483326.1,hsa-miR-374a-5p
ENSG00000083535,PIBF1,ENST00000326291.11,"hsa-miR-18a-3p,hsa-miR-196b-5p"
ENSG00000083535,PIBF1,ENST00000617689.4,hsa-miR-23a-3p
ENSG00000083535,PIBF1,ENST00000615625.1,-
ENSG00000136122,BORA,ENST00000652266.1,-
ENSG00000136122,BORA,ENST00000618209.5,-
ENSG00000136122,BORA,ENST00000651477.1,-
ENSG00000136122,BORA,ENST00000613797.4,-
ENSG00000136122,BORA,ENST00000377814.6,-
ENSG00000136122,BORA,ENST00000651376.1,-
ENSG00000136122,BORA,ENST00000390667.11,hsa-miR-181d-5p
ENSG00000142192,APP,ENST00000354192.7,-
ENSG00000142192,APP,ENST00000348990.9,-
ENSG00000142192,APP,ENST00000346798.8,"hsa-miR-222-3p,hsa-miR-17-5p,hsa-miR-3620-3p"
ENSG00000142192,APP,ENST00000357903.7,"hsa-miR-196a-5p,hsa-miR-1260b,hsa-miR-3620-3p,hsa-miR-222-3p,hsa-miR-17-5p,hsa-miR-500a-5p"
ENSG00000142192,APP,ENST00000359726.7,hsa-miR-501-5p
ENSG00000142192,APP,ENST00000440126.7,-
ENSG00000142192,APP,ENST00000439274.6,-
ENSG00000142192,APP,ENST00000358918.7,-
ENSG00000142192,APP,ENST00000448850.5,-
ENSG00000142192,APP,ENST00000415997.1,-
ENSG00000150361,KLHL1,ENST00000545028.2,-
ENSG00000150361,KLHL1,ENST00000377844.9,-
ENSG00000122034,GTF3A,ENST00000381140.10,-
ENSG00000122034,GTF3A,ENST00000435781.5,-
ENSG00000122034,GTF3A,ENST00000419181.5,-
ENSG00000122034,GTF3A,ENST00000438571.5,-
ENSG00000281883,,ENST00000627615.1,-
ENSG00000120690,ELF1,ENST00000239882.7,"hsa-miR-20a-5p,hsa-miR-92a-3p"
ENSG00000120690,ELF1,ENST00000498824.4,"hsa-miR-20a-5p,hsa-miR-331-5p,hsa-miR-19b-3p"
ENSG00000120690,ELF1,ENST00000625359.1,-
ENSG00000120690,ELF1,ENST00000635415.1,-
ENSG00000120690,ELF1,ENST00000405737.2,-
ENSG00000136155,SCEL,ENST00000535157.5,-
ENSG00000136155,SCEL,ENST00000349847.4,-
ENSG00000136155,SCEL,ENST00000471491.5,-
ENSG00000136155,SCEL,ENST00000377246.7,-
ENSG00000198445,CCT8L2,ENST00000359963.4,-
ENSG00000102804,TSC22D1,ENST00000261489.6,hsa-miR-100-5p
ENSG00000102804,TSC22D1,ENST00000622051.1,-
ENSG00000102804,TSC22D1,ENST00000611198.4,-
ENSG00000102804,TSC22D1,ENST00000458659.3,"hsa-miR-192-5p,hsa-miR-19b-3p,hsa-miR-421,hsa-miR-99b-5p"
ENSG00000102804,TSC22D1,ENST00000501704.3,-
ENSG00000102804,TSC22D1,ENST00000472477.1,-
ENSG00000102804,TSC22D1,ENST00000486464.1,-
ENSG00000102804,TSC22D1,ENST00000493016.1,-
ENSG00000156284,CLDN8,ENST00000399899.2,-
ENSG00000150893,FREM2,ENST00000280481.9,"hsa-miR-16-5p,hsa-miR-615-3p"
ENSG00000222018,C21orf140,ENST00000410005.2,-
ENSG00000070371,CLTCL1,ENST00000621271.4,-
ENSG00000070371,CLTCL1,ENST00000427926.6,hsa-miR-652-3p
ENSG00000070371,CLTCL1,ENST00000622493.4,-
ENSG00000070371,CLTCL1,ENST00000617926.4,-
ENSG00000070371,CLTCL1,ENST00000617103.4,-
ENSG00000070371,CLTCL1,ENST00000538828.1,-
ENSG00000070371,CLTCL1,ENST00000458188.2,-
ENSG00000070371,CLTCL1,ENST00000449918.1,-
ENSG00000204918,PRR20B,ENST00000377930.1,-
ENSG00000142149,HUNK,ENST00000270112.7,-
ENSG00000142149,HUNK,ENST00000430354.1,-
ENSG00000142149,HUNK,ENST00000439107.1,-
ENSG00000136111,TBC1D4,ENST00000648194.1,-
ENSG00000136111,TBC1D4,ENST00000377636.8,"hsa-miR-17-5p,hsa-miR-21-5p"
ENSG00000136111,TBC1D4,ENST00000377625.6,-
ENSG00000136111,TBC1D4,ENST00000431480.6,-
ENSG00000136111,TBC1D4,ENST00000413735.1,-
ENSG00000154642,C21orf91,ENST00000284881.9,hsa-miR-100-5p
ENSG00000154642,C21orf91,ENST00000400559.7,-
ENSG00000154642,C21orf91,ENST00000400558.7,-
ENSG00000154642,C21orf91,ENST00000405964.2,-
ENSG00000159256,MORC3,ENST00000400485.6,-
ENSG00000159256,MORC3,ENST00000546482.5,-
ENSG00000159256,MORC3,ENST00000549948.5,-
ENSG00000159256,MORC3,ENST00000551788.5,-
ENSG00000159256,MORC3,ENST00000552581.5,-
ENSG00000227151,PRR20D,ENST00000452123.3,-
ENSG00000136158,SPRY2,ENST00000377102.5,-
ENSG00000136158,SPRY2,ENST00000377104.4,hsa-miR-20a-5p
ENSG00000234278,PRR20E,ENST00000434815.1,-
ENSG00000120686,UFM1,ENST00000379649.5,-
ENSG00000120686,UFM1,ENST00000239878.9,-
ENSG00000120686,UFM1,ENST00000437952.1,-
ENSG00000159086,PAXBP1,ENST00000331923.9,"hsa-miR-27b-3p,hsa-miR-320a-3p,hsa-miR-196b-5p,hsa-let-7a-5p"
ENSG00000159086,PAXBP1,ENST00000443785.5,-
ENSG00000159086,PAXBP1,ENST00000290178.4,-
ENSG00000159086,PAXBP1,ENST00000445049.1,-
ENSG00000159086,PAXBP1,ENST00000421049.1,-
ENSG00000099917,MED15,ENST00000445987.5,-
ENSG00000099917,MED15,ENST00000444094.5,-
ENSG00000099917,MED15,ENST00000414658.5,-
ENSG00000099917,MED15,ENST00000433831.5,-
ENSG00000099917,MED15,ENST00000432052.5,-
ENSG00000099917,MED15,ENST00000292733.11,"hsa-miR-744-5p,hsa-miR-324-3p"
ENSG00000099917,MED15,ENST00000263205.11,-
ENSG00000099917,MED15,ENST00000406969.5,"hsa-miR-186-5p,hsa-miR-744-5p,hsa-miR-324-3p"
ENSG00000099917,MED15,ENST00000382974.6,-
ENSG00000099917,MED15,ENST00000441501.5,-
ENSG00000099917,MED15,ENST00000438962.1,-
ENSG00000099917,MED15,ENST00000445189.5,-
ENSG00000099917,MED15,ENST00000451058.5,-
ENSG00000099917,MED15,ENST00000457322.5,-
ENSG00000099917,MED15,ENST00000428629.5,-
ENSG00000099917,MED15,ENST00000424287.5,-
ENSG00000099917,MED15,ENST00000423862.5,-
ENSG00000099917,MED15,ENST00000420849.5,-
ENSG00000102554,KLF5,ENST00000539231.5,hsa-miR-378a-3p
ENSG00000102554,KLF5,ENST00000377687.6,hsa-miR-378a-3p
ENSG00000174015,CBY2,ENST00000533564.1,-
ENSG00000174015,CBY2,ENST00000310521.6,-
ENSG00000174015,CBY2,ENST00000610924.1,-
ENSG00000174015,CBY2,ENST00000378966.3,-
ENSG00000088451,TGDS,ENST00000261296.7,-
ENSG00000158270,COLEC12,ENST00000400256.5,hsa-miR-10401-5p
ENSG00000102755,FLT1,ENST00000282397.9,-
ENSG00000102755,FLT1,ENST00000617835.4,-
ENSG00000102755,FLT1,ENST00000615611.4,-
ENSG00000102755,FLT1,ENST00000543394.2,-
ENSG00000102755,FLT1,ENST00000540678.2,-
ENSG00000102755,FLT1,ENST00000541932.5,-
ENSG00000102755,FLT1,ENST00000615840.4,-
ENSG00000102755,FLT1,ENST00000639477.1,-
ENSG00000102755,FLT1,ENST00000539099.1,-
ENSG00000141401,IMPA2,ENST00000589238.5,-
ENSG00000141401,IMPA2,ENST00000625802.2,-
ENSG00000141401,IMPA2,ENST00000590107.5,-
ENSG00000141401,IMPA2,ENST00000269159.8,-
ENSG00000141401,IMPA2,ENST00000383376.9,hsa-miR-193b-3p
ENSG00000141401,IMPA2,ENST00000590138.1,-
ENSG00000141401,IMPA2,ENST00000588927.5,-
ENSG00000141401,IMPA2,ENST00000586230.1,-
ENSG00000205929,C21orf62,ENST00000479548.2,hsa-miR-122-5p
ENSG00000205929,C21orf62,ENST00000490358.5,-
ENSG00000205929,C21orf62,ENST00000487113.1,-
ENSG00000205929,C21orf62,ENST00000382373.4,-
ENSG00000205726,ITSN1,ENST00000399353.5,-
ENSG00000205726,ITSN1,ENST00000444491.5,-
ENSG00000205726,ITSN1,ENST00000381291.8,hsa-miR-296-3p
ENSG00000205726,ITSN1,ENST00000381285.8,-
ENSG00000205726,ITSN1,ENST00000399367.7,-
ENSG00000205726,ITSN1,ENST00000399352.5,hsa-miR-339-5p
ENSG00000205726,ITSN1,ENST00000399355.6,-
ENSG00000205726,ITSN1,ENST00000399349.5,-
ENSG00000205726,ITSN1,ENST00000381318.8,-
ENSG00000205726,ITSN1,ENST00000451686.5,-
ENSG00000205726,ITSN1,ENST00000381283.7,-
ENSG00000205726,ITSN1,ENST00000399338.8,-
ENSG00000205726,ITSN1,ENST00000456489.1,-
ENSG00000205726,ITSN1,ENST00000379960.9,-
ENSG00000205726,ITSN1,ENST00000419241.1,-
ENSG00000205726,ITSN1,ENST00000440794.2,-
ENSG00000205726,ITSN1,ENST00000437126.5,-
ENSG00000205726,ITSN1,ENST00000381284.7,-
ENSG00000205726,ITSN1,ENST00000420666.1,-
ENSG00000205726,ITSN1,ENST00000415023.1,-
ENSG00000170579,DLGAP1,ENST00000400147.6,-
ENSG00000170579,DLGAP1,ENST00000400149.7,-
ENSG00000170579,DLGAP1,ENST00000400155.5,-
ENSG00000170579,DLGAP1,ENST00000400150.7,-
ENSG00000170579,DLGAP1,ENST00000515196.6,-
ENSG00000170579,DLGAP1,ENST00000315677.8,-
ENSG00000170579,DLGAP1,ENST00000534970.5,-
ENSG00000170579,DLGAP1,ENST00000539435.5,-
ENSG00000170579,DLGAP1,ENST00000581699.5,-
ENSG00000170579,DLGAP1,ENST00000400145.6,-
ENSG00000170579,DLGAP1,ENST00000581527.5,-
ENSG00000170579,DLGAP1,ENST00000639615.1,-
ENSG00000211667,IGLV3-12,ENST00000390313.3,-
ENSG00000211668,IGLV2-11,ENST00000390314.2,-
ENSG00000184792,OSBP2,ENST00000438716.3,-
ENSG00000184792,OSBP2,ENST00000407373.5,-
ENSG00000184792,OSBP2,ENST00000403222.7,-
ENSG00000184792,OSBP2,ENST00000332585.11,-
ENSG00000184792,OSBP2,ENST00000446658.6,-
ENSG00000184792,OSBP2,ENST00000445781.5,-
ENSG00000184792,OSBP2,ENST00000401475.5,-
ENSG00000184792,OSBP2,ENST00000424224.5,-
ENSG00000184792,OSBP2,ENST00000437268.6,-
ENSG00000184792,OSBP2,ENST00000454145.5,-
ENSG00000184792,OSBP2,ENST00000453621.5,-
ENSG00000184792,OSBP2,ENST00000431368.5,-
ENSG00000184792,OSBP2,ENST00000535268.5,-
ENSG00000184792,OSBP2,ENST00000452656.5,-
ENSG00000184792,OSBP2,ENST00000433183.2,-
ENSG00000134882,UBAC2,ENST00000355700.9,-
ENSG00000134882,UBAC2,ENST00000403766.8,hsa-miR-16-5p
ENSG00000134882,UBAC2,ENST00000376440.6,hsa-miR-92a-3p
ENSG00000134882,UBAC2,ENST00000457666.1,-
ENSG00000134882,UBAC2,ENST00000474510.2,-
ENSG00000133119,RFC3,ENST00000434425.5,"hsa-miR-20a-5p,hsa-miR-122-5p"
ENSG00000133119,RFC3,ENST00000380071.8,"hsa-miR-93-5p,hsa-miR-20a-5p,hsa-miR-149-5p"
ENSG00000133119,RFC3,ENST00000616236.1,-
ENSG00000080166,DCT,ENST00000377028.10,-
ENSG00000080166,DCT,ENST00000483392.6,-
ENSG00000080166,DCT,ENST00000446125.1,-
ENSG00000152192,POU4F1,ENST00000377208.7,-
ENSG00000125304,TM9SF2,ENST00000642146.1,-
ENSG00000125304,TM9SF2,ENST00000642475.1,-
ENSG00000125304,TM9SF2,ENST00000376387.5,"hsa-miR-331-3p,hsa-miR-615-3p"
ENSG00000168461,RAB31,ENST00000578734.5,-
ENSG00000168461,RAB31,ENST00000578921.6,"hsa-miR-1269a,hsa-miR-25-3p,hsa-miR-885-5p"
ENSG00000168461,RAB31,ENST00000581109.1,-
ENSG00000168461,RAB31,ENST00000583137.1,-
ENSG00000182957,SPATA13,ENST00000424834.6,hsa-miR-215-5p
ENSG00000182957,SPATA13,ENST00000382108.8,hsa-miR-215-5p
ENSG00000182957,SPATA13,ENST00000382095.8,-
ENSG00000182957,SPATA13,ENST00000434675.5,-
ENSG00000182957,SPATA13,ENST00000494772.5,-
ENSG00000182957,SPATA13,ENST00000343003.10,-
ENSG00000182957,SPATA13,ENST00000399949.6,-
ENSG00000182957,SPATA13,ENST00000409126.5,-
ENSG00000182957,SPATA13,ENST00000454083.1,-
ENSG00000182957,SPATA13,ENST00000488060.1,-
ENSG00000176105,YES1,ENST00000577961.5,hsa-miR-122-5p
ENSG00000176105,YES1,ENST00000314574.5,"hsa-miR-26a-5p,hsa-miR-125a-5p"
ENSG00000176105,YES1,ENST00000584307.5,"hsa-miR-122-5p,hsa-miR-185-5p,hsa-miR-16-5p"
ENSG00000260861,,ENST00000566961.2,-
ENSG00000260861,,ENST00000567028.5,-
ENSG00000260861,,ENST00000564763.1,-
ENSG00000171873,ADRA1D,ENST00000379453.6,-
ENSG00000101282,RSPO4,ENST00000217260.9,-
ENSG00000101282,RSPO4,ENST00000400634.2,-
ENSG00000125903,DEFB129,ENST00000246105.4,-
ENSG00000166974,MAPRE2,ENST00000591734.5,-
ENSG00000166974,MAPRE2,ENST00000413393.5,"hsa-miR-142-3p,hsa-miR-4484"
ENSG00000166974,MAPRE2,ENST00000589180.5,-
ENSG00000166974,MAPRE2,ENST00000587359.5,-
ENSG00000166974,MAPRE2,ENST00000436190.6,"hsa-miR-194-5p,hsa-miR-4484"
ENSG00000166974,MAPRE2,ENST00000588349.6,-
ENSG00000166974,MAPRE2,ENST00000538170.6,hsa-miR-122-5p
ENSG00000166974,MAPRE2,ENST00000300249.10,"hsa-miR-122-5p,hsa-miR-455-3p"
ENSG00000166974,MAPRE2,ENST00000588910.5,-
ENSG00000166974,MAPRE2,ENST00000589699.1,hsa-miR-320a-3p
ENSG00000188811,NHLRC3,ENST00000470258.5,-
ENSG00000188811,NHLRC3,ENST00000379599.6,hsa-miR-103a-3p
ENSG00000188811,NHLRC3,ENST00000379600.8,-
ENSG00000101280,ANGPT4,ENST00000381922.5,-
ENSG00000185666,SYN3,ENST00000358763.7,-
ENSG00000185666,SYN3,ENST00000332840.9,-
ENSG00000185666,SYN3,ENST00000619146.1,-
ENSG00000185666,SYN3,ENST00000441821.5,-
ENSG00000185666,SYN3,ENST00000412575.1,-
ENSG00000089012,SIRPG,ENST00000381580.5,-
ENSG00000089012,SIRPG,ENST00000344103.8,-
ENSG00000089012,SIRPG,ENST00000303415.7,-
ENSG00000089012,SIRPG,ENST00000381583.6,-
ENSG00000089012,SIRPG,ENST00000216927.4,-
ENSG00000102837,OLFM4,ENST00000219022.3,-
ENSG00000204919,PRR20A,ENST00000377931.1,-
ENSG00000171984,SHLD1,ENST00000378979.8,-
ENSG00000171984,SHLD1,ENST00000303142.11,hsa-miR-193a-3p
ENSG00000171984,SHLD1,ENST00000445603.1,-
ENSG00000171984,SHLD1,ENST00000442185.1,-
ENSG00000099985,OSM,ENST00000215781.3,-
ENSG00000099985,OSM,ENST00000403389.1,-
ENSG00000099985,OSM,ENST00000403463.1,-
ENSG00000065150,IPO5,ENST00000460070.6,-
ENSG00000065150,IPO5,ENST00000481455.6,-
ENSG00000065150,IPO5,ENST00000261574.10,"hsa-miR-4701-5p,hsa-miR-92a-3p,hsa-miR-93-5p,hsa-miR-130a-3p,hsa-miR-324-5p,hsa-miR-877-3p,hsa-miR-196b-3p,hsa-miR-15b-5p,hsa-miR-6807-3p"
ENSG00000065150,IPO5,ENST00000651721.2,"hsa-miR-1296-5p,hsa-miR-196b-5p"
ENSG00000065150,IPO5,ENST00000493281.6,-
ENSG00000065150,IPO5,ENST00000490369.6,-
ENSG00000065150,IPO5,ENST00000463157.6,-
ENSG00000065150,IPO5,ENST00000471898.5,-
ENSG00000065150,IPO5,ENST00000489058.6,-
ENSG00000065150,IPO5,ENST00000481689.6,-
ENSG00000065150,IPO5,ENST00000480611.6,-
ENSG00000065150,IPO5,ENST00000485433.6,-
ENSG00000065150,IPO5,ENST00000496368.6,-
ENSG00000065150,IPO5,ENST00000421861.7,-
ENSG00000065150,IPO5,ENST00000357602.7,-
ENSG00000065150,IPO5,ENST00000631030.1,-
ENSG00000065150,IPO5,ENST00000475420.5,-
ENSG00000065150,IPO5,ENST00000480641.2,-
ENSG00000065150,IPO5,ENST00000490680.5,-
ENSG00000065150,IPO5,ENST00000497270.5,-
ENSG00000065150,IPO5,ENST00000403772.8,-
ENSG00000065150,IPO5,ENST00000469360.5,-
ENSG00000125827,TMX4,ENST00000246024.7,"hsa-miR-20a-5p,hsa-miR-324-3p"
ENSG00000125827,TMX4,ENST00000527925.1,-
ENSG00000125827,TMX4,ENST00000462384.6,-
ENSG00000185721,DRG1,ENST00000331457.9,"hsa-miR-605-5p,hsa-miR-30d-5p,hsa-miR-455-5p,hsa-miR-615-3p"
ENSG00000185721,DRG1,ENST00000416465.5,-
ENSG00000185721,DRG1,ENST00000548143.1,-
ENSG00000185721,DRG1,ENST00000629688.1,-
ENSG00000149346,SLX4IP,ENST00000334534.10,hsa-miR-92a-3p
ENSG00000149346,SLX4IP,ENST00000488816.1,-
ENSG00000178591,DEFB125,ENST00000382410.3,-
ENSG00000125820,NKX2-2,ENST00000377142.5,-
ENSG00000125845,BMP2,ENST00000378827.5,"hsa-miR-19a-3p,hsa-miR-30c-5p,hsa-miR-194-5p,hsa-miR-20a-5p,hsa-miR-146a-5p,hsa-miR-340-5p"
ENSG00000101327,PDYN,ENST00000540134.5,-
ENSG00000101327,PDYN,ENST00000539905.5,-
ENSG00000101327,PDYN,ENST00000217305.3,-
ENSG00000101327,PDYN,ENST00000651328.1,-
ENSG00000101327,PDYN,ENST00000650824.1,-
ENSG00000101327,PDYN,ENST00000651882.1,-
ENSG00000101327,PDYN,ENST00000650937.1,-
ENSG00000101327,PDYN,ENST00000651684.1,-
ENSG00000101327,PDYN,ENST00000650874.1,-
ENSG00000101327,PDYN,ENST00000652436.1,-
ENSG00000101327,PDYN,ENST00000651996.1,-
ENSG00000197705,KLHL14,ENST00000359358.9,-
ENSG00000197705,KLHL14,ENST00000358095.4,-
ENSG00000197705,KLHL14,ENST00000583263.1,-
ENSG00000176635,HORMAD2,ENST00000336726.11,-
ENSG00000176635,HORMAD2,ENST00000450612.5,-
ENSG00000176635,HORMAD2,ENST00000403975.1,-
ENSG00000125898,FAM110A,ENST00000381941.8,-
ENSG00000125898,FAM110A,ENST00000304189.6,-
ENSG00000125898,FAM110A,ENST00000381939.1,-
ENSG00000125898,FAM110A,ENST00000246100.3,-
ENSG00000125898,FAM110A,ENST00000541082.2,-
ENSG00000125898,FAM110A,ENST00000505691.2,hsa-miR-744-5p
ENSG00000100225,FBXO7,ENST00000420700.5,-
ENSG00000100225,FBXO7,ENST00000425028.5,-
ENSG00000100225,FBXO7,ENST00000266087.12,-
ENSG00000100225,FBXO7,ENST00000452138.3,-
ENSG00000100225,FBXO7,ENST00000397426.5,-
ENSG00000100225,FBXO7,ENST00000444207.1,-
ENSG00000173404,INSM1,ENST00000310227.3,-
ENSG00000185982,DEFB128,ENST00000334391.5,-
ENSG00000125788,DEFB126,ENST00000382398.4,-
ENSG00000132640,BTBD3,ENST00000254977.7,-
ENSG00000132640,BTBD3,ENST00000399006.6,-
ENSG00000132640,BTBD3,ENST00000405977.5,hsa-miR-99b-5p
ENSG00000132640,BTBD3,ENST00000449299.5,-
ENSG00000132640,BTBD3,ENST00000450368.1,-
ENSG00000132640,BTBD3,ENST00000422390.5,-
ENSG00000132640,BTBD3,ENST00000618918.4,-
ENSG00000132640,BTBD3,ENST00000618296.4,-
ENSG00000132640,BTBD3,ENST00000378226.7,"hsa-miR-1227-3p,hsa-miR-196a-5p,hsa-miR-125b-5p"
ENSG00000132640,BTBD3,ENST00000455911.5,-
ENSG00000132640,BTBD3,ENST00000430557.1,-
ENSG00000100365,NCF4,ENST00000447071.5,-
ENSG00000100365,NCF4,ENST00000397147.7,-
ENSG00000100365,NCF4,ENST00000248899.11,-
ENSG00000100365,NCF4,ENST00000650827.1,-
ENSG00000100365,NCF4,ENST00000650698.1,-
ENSG00000178127,NDUFV2,ENST00000577703.1,-
ENSG00000178127,NDUFV2,ENST00000497577.2,-
ENSG00000178127,NDUFV2,ENST00000318388.11,hsa-miR-30d-5p
ENSG00000178127,NDUFV2,ENST00000400033.1,"hsa-miR-99b-5p,hsa-miR-193a-3p"
ENSG00000154889,MPPE1,ENST00000588072.6,hsa-miR-320a-3p
ENSG00000154889,MPPE1,ENST00000317235.11,hsa-miR-92a-3p
ENSG00000154889,MPPE1,ENST00000496196.5,-
ENSG00000154889,MPPE1,ENST00000317251.8,-
ENSG00000154889,MPPE1,ENST00000309976.13,-
ENSG00000154889,MPPE1,ENST00000344987.11,-
ENSG00000154889,MPPE1,ENST00000592306.5,-
ENSG00000154889,MPPE1,ENST00000587724.5,-
ENSG00000154889,MPPE1,ENST00000592977.5,-
ENSG00000154889,MPPE1,ENST00000592331.5,-
ENSG00000154889,MPPE1,ENST00000588186.5,-
ENSG00000154889,MPPE1,ENST00000588191.5,-
ENSG00000154889,MPPE1,ENST00000589267.5,-
ENSG00000154889,MPPE1,ENST00000590501.5,-
ENSG00000154889,MPPE1,ENST00000588103.5,-
ENSG00000154889,MPPE1,ENST00000589859.1,-
ENSG00000154889,MPPE1,ENST00000586844.5,-
ENSG00000154889,MPPE1,ENST00000593001.5,-
ENSG00000125816,NKX2-4,ENST00000351817.5,-
ENSG00000089063,TMEM230,ENST00000615008.4,-
ENSG00000089063,TMEM230,ENST00000612323.4,-
ENSG00000089063,TMEM230,ENST00000379277.6,-
ENSG00000089063,TMEM230,ENST00000379299.6,-
ENSG00000089063,TMEM230,ENST00000379286.6,hsa-miR-34a-5p
ENSG00000089063,TMEM230,ENST00000379279.6,-
ENSG00000089063,TMEM230,ENST00000379283.6,-
ENSG00000089063,TMEM230,ENST00000202834.11,-
ENSG00000089063,TMEM230,ENST00000342308.10,-
ENSG00000089063,TMEM230,ENST00000379276.4,-
ENSG00000139734,DIAPH3,ENST00000400324.9,hsa-let-7e-5p
ENSG00000139734,DIAPH3,ENST00000377908.6,-
ENSG00000139734,DIAPH3,ENST00000400319.5,-
ENSG00000139734,DIAPH3,ENST00000400320.5,-
ENSG00000139734,DIAPH3,ENST00000267215.8,-
ENSG00000139734,DIAPH3,ENST00000465066.5,-
ENSG00000139734,DIAPH3,ENST00000498416.2,-
ENSG00000198089,SFI1,ENST00000540643.5,-
ENSG00000198089,SFI1,ENST00000432498.5,-
ENSG00000198089,SFI1,ENST00000443011.5,-
ENSG00000198089,SFI1,ENST00000411518.5,-
ENSG00000198089,SFI1,ENST00000400288.7,-
ENSG00000198089,SFI1,ENST00000400289.5,-
ENSG00000198089,SFI1,ENST00000444859.5,-
ENSG00000198089,SFI1,ENST00000524296.5,-
ENSG00000198089,SFI1,ENST00000450787.1,-
ENSG00000198089,SFI1,ENST00000452250.5,-
ENSG00000198089,SFI1,ENST00000417682.6,-
ENSG00000198089,SFI1,ENST00000425671.1,-
ENSG00000125851,PCSK2,ENST00000377899.5,hsa-miR-122-5p
ENSG00000125851,PCSK2,ENST00000262545.7,"hsa-miR-122-5p,hsa-miR-374a-5p,hsa-miR-19b-3p"
ENSG00000125851,PCSK2,ENST00000536609.1,-
ENSG00000088876,ZNF343,ENST00000278772.9,-
ENSG00000088876,ZNF343,ENST00000617391.4,-
ENSG00000088876,ZNF343,ENST00000612935.4,hsa-let-7c-5p
ENSG00000088876,ZNF343,ENST00000445484.5,-
ENSG00000088876,ZNF343,ENST00000381253.5,hsa-miR-122-5p
ENSG00000088876,ZNF343,ENST00000674000.1,hsa-miR-122-5p
ENSG00000088876,ZNF343,ENST00000358413.6,-
ENSG00000088876,ZNF343,ENST00000421216.1,-
ENSG00000125815,CST8,ENST00000449810.5,-
ENSG00000125815,CST8,ENST00000246012.2,-
ENSG00000101230,ISM1,ENST00000262487.5,-
ENSG00000170367,CST5,ENST00000304710.5,-
ENSG00000284776,,ENST00000618693.4,-
ENSG00000101463,SYNDIG1,ENST00000376862.4,-
ENSG00000101323,HAO1,ENST00000378789.4,-
ENSG00000088930,XRN2,ENST00000377191.5,"hsa-miR-760,hsa-miR-186-5p,hsa-miR-877-3p"
ENSG00000286022,,ENST00000651531.1,-
ENSG00000101489,CELF4,ENST00000420428.7,"hsa-miR-122-5p,hsa-miR-374a-5p,hsa-miR-21-5p"
ENSG00000101489,CELF4,ENST00000586009.5,hsa-miR-122-5p
ENSG00000101489,CELF4,ENST00000588591.5,"hsa-miR-122-5p,hsa-miR-374a-5p"
ENSG00000101489,CELF4,ENST00000334919.9,"hsa-miR-122-5p,hsa-miR-30e-5p,hsa-miR-194-5p"
ENSG00000101489,CELF4,ENST00000591287.5,hsa-miR-122-5p
ENSG00000101489,CELF4,ENST00000590112.5,-
ENSG00000101489,CELF4,ENST00000601019.5,-
ENSG00000101489,CELF4,ENST00000361795.9,-
ENSG00000101489,CELF4,ENST00000603232.6,-
ENSG00000101489,CELF4,ENST00000587911.5,-
ENSG00000101489,CELF4,ENST00000591282.5,-
ENSG00000101489,CELF4,ENST00000593271.5,-
ENSG00000101489,CELF4,ENST00000589386.5,-
