gene ID,gene name,mRNA,miRNAs
WBGene00000036,ace-2,Y44E3A.2.2,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-1020-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-8187-3p,cel-miR-8188-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-83-3p"
WBGene00000037,ace-3,Y48B6A.8.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-233-3p,cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-229-5p,cel-miR-66-5p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-53-5p"
WBGene00000038,ace-4,Y48B6A.7.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-34-3p,cel-miR-52-5p,cel-miR-1-3p,cel-miR-228-5p,cel-miR-60-3p,cel-miR-72-5p,cel-miR-80-3p,cel-miR-56-3p,cel-miR-86-5p,cel-miR-65-5p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-71-5p"
WBGene00000039,acn-1,C42D8.5.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-229-3p,cel-miR-73-3p,cel-miR-229-5p,cel-miR-44-3p,cel-miR-66-5p,cel-miR-240-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-77-3p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-45-3p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-65-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-53-5p"
WBGene00000040,aco-1,ZK455.1.1,"cel-miR-233-3p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-72-5p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-63-3p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-50-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-797-5p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-8187-3p,cel-miR-8188-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-57-5p,cel-let-7-5p,cel-miR-64-5p"
WBGene00000041,aco-2,F54H12.1a.1,"cel-miR-72-5p,cel-miR-70-5p,cel-miR-1-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-63-3p,cel-miR-60-5p,cel-miR-74-3p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-52-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-788-5p,cel-miR-51-5p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-let-7-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00000041,aco-2,F54H12.1c.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-72-5p,cel-miR-70-5p,cel-miR-1-3p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-73-3p,cel-miR-229-5p,cel-miR-63-3p,cel-miR-60-5p,cel-miR-74-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-65-5p,cel-miR-2-3p,cel-let-7-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-53-5p,cel-miR-83-3p"
WBGene00000041,aco-2,F54H12.1c.2,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-72-5p,cel-miR-70-5p,cel-miR-1-3p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-73-3p,cel-miR-229-5p,cel-miR-63-3p,cel-miR-60-5p,cel-miR-74-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-67-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-65-5p,cel-miR-2-3p,cel-let-7-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-53-5p,cel-miR-83-3p"
WBGene00000041,aco-2,F54H12.1c.3,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-72-5p,cel-miR-70-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-73-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-60-5p,cel-miR-74-3p,cel-miR-86-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-47-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p"
WBGene00000042,acr-2,K11G12.2.1,"cel-miR-58a-3p,cel-miR-250-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-70-3p,cel-miR-785-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-87-3p"
WBGene00000043,acr-3,K11G12.7.1,"cel-miR-55-3p,cel-miR-52-5p,cel-miR-232-3p,cel-miR-73-3p,cel-miR-45-3p,cel-miR-44-3p,cel-miR-48-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-235-3p,cel-miR-239a-5p,cel-miR-83-3p"
WBGene00000044,acr-5,K03F8.2.1,"cel-miR-72-5p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-61-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-238-3p,cel-miR-65-5p,cel-miR-70-3p"
WBGene00000045,acr-6,ZK973.5.1,"cel-miR-788-5p,cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-70-3p,cel-miR-45-3p,cel-miR-80-3p,cel-miR-44-3p,cel-miR-4920,cel-miR-86-5p,cel-miR-48-5p,cel-miR-90-3p,cel-miR-238-3p,cel-miR-45-5p"
WBGene00000046,acr-7,T09A5.3.1,"cel-miR-48-5p,cel-miR-254-3p,cel-miR-50-5p,cel-miR-65-5p,cel-miR-77-3p"
WBGene00000047,acr-8,ZC504.2.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-786-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-795-5p,cel-miR-75-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-48-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p"
WBGene00000047,acr-8,ZC504.2.2,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-786-3p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-795-5p,cel-miR-75-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-48-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p"
WBGene00000048,acr-9,C40C9.2.1,"cel-miR-52-5p,cel-miR-72-5p,cel-miR-58a-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-62,cel-miR-244-5p,cel-let-7-5p,cel-miR-2-3p,cel-miR-90-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-87-3p"
WBGene00000049,acr-10,R02E12.8.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-48-5p,cel-miR-81-3p,cel-miR-124-3p,cel-miR-64-5p,cel-miR-54-3p,cel-miR-53-5p,cel-miR-65-5p"
WBGene00000050,acr-11,D2092.3.1,"cel-miR-52-5p,cel-miR-72-5p,cel-miR-233-3p,cel-let-7-5p,cel-miR-124-3p,cel-miR-54-3p,cel-lin-4-5p,cel-miR-70-3p"
WBGene00000051,acr-12,R01E6.4a.1,"cel-miR-51-5p,cel-miR-55-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-73-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-54-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-45-3p,cel-miR-62,cel-let-7-5p,cel-miR-90-3p,cel-miR-42-3p,cel-miR-53-5p"
WBGene00000051,acr-12,R01E6.4b.1,"cel-miR-51-5p,cel-miR-55-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-52-5p,cel-miR-73-3p,cel-miR-45-3p,cel-miR-44-3p,cel-miR-62,cel-let-7-5p,cel-miR-90-3p,cel-miR-54-3p,cel-miR-42-3p,cel-miR-53-5p,cel-miR-71-5p"
WBGene00000053,acr-14,T05C12.2.1,"cel-miR-2-3p,cel-miR-241-5p,cel-miR-229-5p,cel-miR-70-3p,cel-miR-71-5p"
WBGene00000054,acr-15,F25G6.4.1,"cel-miR-51-5p,cel-miR-55-3p,cel-miR-229-3p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-54-3p,cel-miR-2209c-3p,cel-miR-81-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-52-5p,cel-miR-56-3p,cel-miR-46-3p,cel-miR-64-5p"
WBGene00000055,acr-16,F25G6.3.1,"cel-miR-52-5p,cel-miR-1-3p,cel-miR-86-5p,cel-miR-64-3p,cel-miR-47-3p,cel-let-7-5p,cel-miR-46-3p,cel-miR-2-3p,cel-miR-90-3p,cel-miR-54-3p,cel-lin-4-5p,cel-miR-53-5p,cel-miR-70-3p"
WBGene00000056,acr-17,F53E10.2b.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-74-3p,cel-lin-4-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-81-3p"
WBGene00000056,acr-17,F53E10.2g.1,"cel-miR-72-5p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-74-3p,cel-lin-4-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-81-3p"
WBGene00000056,acr-17,F53E10.2h.1,cel-miR-72-5p
WBGene00000056,acr-17,F53E10.2i.1,cel-miR-72-5p
WBGene00000057,acr-18,F28F8.1.1,"cel-miR-51-5p,cel-miR-55-3p,cel-miR-72-5p,cel-miR-1-3p,cel-miR-73-3p,cel-miR-80-3p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-238-3p,cel-miR-81-3p,cel-miR-77-3p,cel-miR-71-5p,cel-miR-52-5p,cel-miR-50-5p,cel-miR-48-5p,cel-let-7-5p,cel-miR-53-5p"
WBGene00000058,acr-19,C31H5.3a.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-54-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-235-3p,cel-miR-65-5p,cel-miR-70-3p"
WBGene00000058,acr-19,C31H5.3b.1,"cel-miR-51-5p,cel-miR-52-5p,cel-miR-58a-3p,cel-miR-54-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-235-3p,cel-miR-65-5p,cel-miR-70-3p"
WBGene00000059,acr-20,R06A4.10a.1,"cel-miR-51-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-229-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-229-5p,cel-miR-5552-5p,cel-miR-8187-3p,cel-miR-8188-5p,cel-miR-54-3p,cel-miR-39-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-231-5p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-48-5p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00000059,acr-20,R06A4.10b.1,"cel-miR-51-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-229-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-229-5p,cel-miR-5552-5p,cel-miR-8187-3p,cel-miR-8188-5p,cel-miR-54-3p,cel-miR-39-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-231-5p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-48-5p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00000059,acr-20,R06A4.10c.1,"cel-miR-51-5p,cel-miR-58a-3p,cel-miR-1-3p,cel-miR-229-3p,cel-miR-80-3p,cel-miR-63-3p,cel-miR-229-5p,cel-miR-5552-5p,cel-miR-8187-3p,cel-miR-8188-5p,cel-miR-54-3p,cel-miR-39-3p,cel-miR-53-5p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-231-5p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-48-5p,cel-let-7-5p,cel-miR-2-3p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-65-5p"
WBGene00000060,acr-21,F27B3.2a.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-65-5p,cel-miR-235-3p,cel-miR-80-3p,cel-miR-62"
WBGene00000060,acr-21,F27B3.2b.1,"cel-miR-52-5p,cel-miR-58a-3p,cel-miR-65-5p,cel-miR-235-3p,cel-miR-62"
WBGene00000060,acr-21,F27B3.2c.1,"cel-miR-65-5p,cel-miR-58a-3p,cel-miR-235-3p,cel-miR-80-3p,cel-miR-62"
WBGene00000060,acr-21,F27B3.2d.1,"cel-miR-235-3p,cel-miR-65-5p,cel-miR-58a-3p,cel-miR-62"
WBGene00000061,lgc-11,F48E3.7.1,"cel-miR-51-5p,cel-miR-788-5p,cel-miR-72-5p,cel-miR-55-3p,cel-miR-60-3p,cel-miR-66-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-77-3p,cel-miR-52-5p,cel-miR-232-3p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-244-5p,cel-miR-47-3p,cel-miR-46-3p,cel-let-7-5p,cel-miR-2-3p,cel-miR-90-3p,cel-miR-53-5p,cel-miR-83-3p"
WBGene00000062,acr-23,F59B1.9a.1,"cel-miR-52-5p,cel-miR-72-5p,cel-miR-75-3p,cel-miR-785-5p,cel-miR-79-3p,cel-miR-47-3p,cel-miR-236-3p,cel-miR-53-5p"
WBGene00000062,acr-23,F59B1.9b.1,"cel-miR-52-5p,cel-miR-72-5p,cel-miR-75-3p,cel-miR-785-5p,cel-miR-79-3p,cel-miR-47-3p,cel-miR-236-3p,cel-miR-53-5p"
WBGene00000063,act-1,T04C12.6.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-230-5p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-244-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-82-3p,cel-miR-238-5p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-231-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p,cel-miR-87-3p"
WBGene00000064,act-2,T04C12.5.1,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-54-3p,cel-miR-81-3p,cel-miR-84-5p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-245-3p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-2217a-5p,cel-miR-2-3p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-83-3p,cel-miR-87-3p"
WBGene00000065,act-3,T04C12.4.1,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-67-3p,cel-miR-230-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-50-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-230-3p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-788-3p,cel-miR-238-5p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-241-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-231-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p,cel-miR-87-3p"
WBGene00000065,act-3,T04C12.4.2,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-67-3p,cel-miR-230-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-50-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-230-3p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-788-3p,cel-miR-238-5p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-241-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-231-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p,cel-miR-87-3p"
WBGene00000065,act-3,T04C12.4.3,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-67-3p,cel-miR-230-5p,cel-miR-54-3p,cel-miR-239a-5p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-50-5p,cel-miR-56-3p,cel-miR-62,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-230-3p,cel-miR-82-3p,cel-miR-58a-3p,cel-miR-788-3p,cel-miR-238-5p,cel-miR-229-5p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-86-5p,cel-miR-241-3p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-231-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p,cel-miR-87-3p"
WBGene00000066,act-4,M03F4.2a.1,"cel-miR-72-5p,cel-miR-233-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-46-5p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-795-5p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-50-5p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-53-5p,cel-miR-1824-5p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-251,cel-miR-58a-3p,cel-miR-238-5p,cel-miR-82-3p,cel-miR-229-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-79-3p,cel-miR-235-3p,cel-miR-4808-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-253-3p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p,cel-miR-83-3p,cel-miR-87-3p"
WBGene00000066,act-4,M03F4.2b.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-46-5p,cel-miR-37-3p,cel-miR-54-3p,cel-miR-795-5p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-52-5p,cel-miR-228-5p,cel-miR-50-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-53-5p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-238-5p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-229-5p,cel-miR-86-5p,cel-miR-235-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-87-3p"
WBGene00000067,act-5,T25C8.2.1,"cel-miR-72-5p,cel-miR-55-3p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-241-5p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-49-3p,cel-miR-63-3p,cel-miR-37-3p,cel-miR-34-5p,cel-miR-39-3p,cel-miR-239a-5p,cel-miR-54-3p,cel-miR-84-5p,cel-miR-81-3p,cel-miR-38-3p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-36-3p,cel-miR-50-5p,cel-miR-244-5p,cel-miR-62,cel-miR-47-5p,cel-miR-56-3p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-46-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-42-3p,cel-miR-65-5p,cel-miR-53-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-238-5p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-229-5p,cel-miR-1822-5p,cel-miR-79-3p,cel-miR-235-3p,cel-miR-40-3p,cel-miR-238-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-miR-35-3p,cel-miR-252-5p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p"
WBGene00000068,acy-1,F17C8.1.1,"cel-miR-72-5p,cel-miR-1-3p,cel-miR-60-3p,cel-miR-73-3p,cel-miR-44-3p,cel-miR-74-3p,cel-miR-34-5p,cel-miR-54-3p,cel-miR-52-5p,cel-miR-75-3p,cel-miR-228-5p,cel-miR-56-3p,cel-miR-50-5p,cel-miR-48-5p,cel-miR-47-3p,cel-miR-124-3p,cel-miR-2-3p,cel-miR-65-5p,cel-miR-51-5p,cel-miR-788-5p,cel-miR-58a-3p,cel-miR-82-3p,cel-miR-80-3p,cel-miR-66-5p,cel-miR-229-5p,cel-miR-235-3p,cel-miR-70-3p,cel-miR-71-5p,cel-miR-57-5p,cel-miR-45-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-lin-4-5p"
WBGene00000069,acy-2,C10F3.3.1,"cel-miR-51-5p,cel-miR-58a-3p,cel-miR-60-3p,cel-miR-229-5p,cel-miR-63-3p,cel-miR-44-3p,cel-miR-80-3p,cel-miR-8187-3p,cel-miR-8188-5p,cel-miR-54-3p,cel-miR-235-3p,cel-miR-53-5p,cel-miR-70-3p,cel-miR-52-5p,cel-miR-34-3p,cel-miR-45-3p,cel-miR-50-5p,cel-miR-63-5p,cel-miR-46-3p,cel-miR-124-3p,cel-let-7-5p,cel-miR-64-5p,cel-miR-90-3p,cel-miR-65-5p"
